ID;N°samples > 10 reads;Median;Chromosome;Start;End;Strand;
hsa-miR-596-3p:Novel;38;3.98;8;1817231;1817307;+;
hsa-miR-597-3p;3;0.23;8;9741672;9741768;+;
hsa-miR-597-5p;0;0.00;8;9741672;9741768;+;
hsa-miR-598-3p;5;0.30;8;11035206;11035302;-;
hsa-miR-598-5p;194;21.65;8;11035206;11035302;-;
hsa-miR-599;127;10.79;8;99536636;99536730;-;
hsa-miR-599-5p:Novel;73;6.11;8;99536636;99536730;-;
hsa-miR-600;55;4.48;9;123111546;123111643;-;
hsa-miR-600-5p:Novel;1;0.73;9;123111546;123111643;-;
hsa-miR-601;0;0.41;9;123402525;123402603;-;
hsa-miR-601-3p:Novel;48;4.20;9;123402525;123402603;-;
hsa-miR-602;14;1.87;9;137838419;137838516;+;
hsa-miR-602-3p:Novel;29;3.01;9;137838419;137838516;+;
hsa-miR-603;8;0.85;10;24275685;24275781;+;
hsa-miR-603-5p:Novel;2;0.00;10;24275685;24275781;+;
hsa-miR-604;22;2.65;10;29545004;29545097;-;
hsa-miR-604-5p:Novel;8;0.83;10;29545004;29545097;-;
hsa-miR-605-3p;1;0.00;10;51299573;51299655;+;
hsa-miR-605-5p;0;0.00;10;51299573;51299655;+;
hsa-miR-606;14;3.13;10;75552458;75552553;+;
hsa-miR-606-5p:Novel;0;0.00;10;75552458;75552553;+;
hsa-miR-6068;3;0.42;1;63326925;63326984;-;
hsa-miR-6068-3p:Novel;151;14.67;1;63326925;63326984;-;
hsa-miR-6069;13;1.02;22;35336721;35336799;-;
hsa-miR-6069-3p:Novel;146;12.31;22;35336721;35336799;-;
hsa-miR-607;232;249.73;10;96828669;96828764;-;
hsa-miR-607-5p:Novel;120;10.53;10;96828669;96828764;-;
hsa-miR-6070;69;5.71;21;43609887;43609989;-;
hsa-miR-6070-3p:Novel;225;120.77;21;43609887;43609989;-;
hsa-miR-6071;116;10.04;2;85783600;85783677;-;
hsa-miR-6071-3p:Novel;21;2.90;2;85783600;85783677;-;
hsa-miR-6072;34;3.50;10;2076019;2076089;-;
hsa-miR-6072-5p:Novel;23;2.53;10;2076019;2076089;-;
hsa-miR-6073;19;2.60;11;15969533;15969621;-;
hsa-miR-6073-5p:Novel;25;2.19;11;15969533;15969621;-;
hsa-miR-6074;6;1.29;12;66023620;66023726;-;
hsa-miR-6074-5p:Novel;51;4.78;12;66023620;66023726;-;
hsa-miR-6075;232;747.40;5;1510762;1510856;-;
hsa-miR-6075-5p:Novel;15;2.05;5;1510762;1510856;-;
hsa-miR-6076;7;1.79;14;49966399;49966511;+;
hsa-miR-6076-3p:Novel;94;7.56;14;49966399;49966511;+;
hsa-miR-6077;110;9.17;1;148388282;148388363;+;
hsa-miR-6077-3p:Novel;57;5.07;1;148388282;148388363;+;
hsa-miR-6078;32;2.55;10;3991160;3991259;+;
hsa-miR-6078-3p:Novel;69;6.21;10;3991160;3991259;+;
hsa-miR-6079;23;2.07;1;43838622;43838683;+;
hsa-miR-6079-5p:Novel;0;0.00;1;43838622;43838683;+;
hsa-miR-608;38;4.19;10;100974985;100975084;+;
hsa-miR-608-3p:Novel;123;10.52;10;100974985;100975084;+;
hsa-miR-6080;37;4.18;17;64780759;64780824;+;
hsa-miR-6080-5p:Novel;0;0.00;17;64780759;64780824;+;
hsa-miR-6081;218;76.90;9;95065350;95065446;+;
hsa-miR-6081-5p:Novel;4;0.62;9;95065350;95065446;+;
hsa-miR-6082;5;0.74;4;171186184;171186292;+;
hsa-miR-6082-3p:Novel;64;5.57;4;171186184;171186292;+;
hsa-miR-6083;219;35.74;3;124374332;124374437;+;
hsa-miR-6083-5p:Novel;9;1.96;3;124374332;124374437;+;
hsa-miR-6084;83;6.51;1;20633679;20633788;+;
hsa-miR-6084-5p:Novel;136;11.86;1;20633679;20633788;+;
hsa-miR-6085;136;11.38;15;62343029;62343138;+;
hsa-miR-6085-5p:Novel;99;8.53;15;62343029;62343138;+;
hsa-miR-6086;1;0.00;X;13590292;13590346;+;
hsa-miR-6086-3p:Novel;3;0.76;X;13590292;13590346;+;
hsa-miR-6088;0;0.00;19;45436654;45436704;+;
hsa-miR-6088-3p:Novel;59;4.46;19;45436654;45436704;+;
hsa-miR-6089;141;12.75;Y;2609191;2609254;+;
hsa-miR-6089-5p:Novel;76;4.61;Y;2609191;2609254;+;
hsa-miR-609;7;1.23;10;104218789;104218883;-;
hsa-miR-609-3p:Novel;10;1.28;10;104218789;104218883;-;
hsa-miR-6090;52;4.40;11;128522390;128522449;+;
hsa-miR-6090-5p:Novel;97;8.28;11;128522390;128522449;+;
hsa-miR-610;8;0.67;11;28056815;28056910;+;
hsa-miR-610-3p:Novel;53;4.41;11;28056815;28056910;+;
hsa-miR-611;75;5.25;11;61792495;61792561;-;
hsa-miR-611-5p:Novel;10;0.74;11;61792495;61792561;-;
hsa-miR-612;66;4.81;11;65444458;65444557;+;
hsa-miR-612-3p:Novel;11;2.07;11;65444458;65444557;+;
hsa-miR-6124;16;2.32;11;12163683;12163767;+;
hsa-miR-6124-3p:Novel;229;69.45;11;12163683;12163767;+;
hsa-miR-6125;196;36.43;12;62260359;62260454;+;
hsa-miR-6125-5p:Novel;155;14.41;12;62260359;62260454;+;
hsa-miR-6126;43;3.44;16;3485381;3485469;-;
hsa-miR-6126-3p:Novel;167;14.71;16;3485381;3485469;-;
hsa-miR-6127;215;34.82;1;22633258;22633366;-;
hsa-miR-6127-3p:Novel;174;18.03;1;22633258;22633366;-;
hsa-miR-6128;4;0.40;11;56743873;56743981;+;
hsa-miR-6128-5p:Novel;3;0.28;11;56743873;56743981;+;
hsa-miR-6129;67;6.06;17;49288346;49288454;-;
hsa-miR-6129-3p:Novel;24;3.04;17;49288346;49288454;-;
hsa-miR-613;9;0.60;12;12764649;12764743;+;
hsa-miR-613-5p:Novel;1;1.19;12;12764649;12764743;+;
hsa-miR-6130;168;20.13;21;23079284;23079392;+;
hsa-miR-6130-5p:Novel;25;2.62;21;23079284;23079392;+;
hsa-miR-6131;125;12.04;5;10478037;10478145;+;
hsa-miR-6131-5p:Novel;171;17.07;5;10478037;10478145;+;
hsa-miR-6132;111;9.23;7;117020211;117020319;+;
hsa-miR-6132-3p:Novel;29;2.32;7;117020211;117020319;+;
hsa-miR-6133;11;1.75;7;133290881;133290988;+;
hsa-miR-6133-5p:Novel;70;6.70;7;133290881;133290988;+;
hsa-miR-6134;35;3.93;X;28495555;28495663;-;
hsa-miR-6134-5p:Novel;19;2.00;X;28495555;28495663;-;
hsa-miR-614;7;0.67;12;12915829;12915918;+;
hsa-miR-614-5p:Novel;3;0.42;12;12915829;12915918;+;
hsa-miR-615-3p;38;2.09;12;54033950;54034045;+;
hsa-miR-615-5p;81;4.33;12;54033950;54034045;+;
hsa-miR-616-3p;22;3.09;12;57519163;57519259;-;
hsa-miR-616-5p;1;0.00;12;57519163;57519259;-;
hsa-miR-6165;33;3.68;17;49510817;49510900;+;
hsa-miR-6165-3p:Novel;173;17.55;17;49510817;49510900;+;
hsa-miR-617;25;1.98;12;80832533;80832629;-;
hsa-miR-617-3p:Novel;153;17.03;12;80832533;80832629;-;
hsa-miR-618;1;0.29;12;80935736;80935833;-;
hsa-miR-618-3p:Novel;26;3.22;12;80935736;80935833;-;
hsa-miR-619-3p;6;0.00;12;108836908;108837006;-;
hsa-miR-619-5p;16;1.28;12;108836908;108837006;-;
hsa-miR-620;0;0.00;12;116148560;116148654;-;
hsa-miR-620-5p:Novel;4;0.00;12;116148560;116148654;-;
hsa-miR-621;47;4.44;13;40810766;40810861;+;
hsa-miR-621-5p:Novel;13;0.85;13;40810766;40810861;+;
hsa-miR-622;118;10.39;13;90231182;90231277;+;
hsa-miR-622-5p:Novel;47;4.99;13;90231182;90231277;+;
hsa-miR-623;37;3.80;13;99356131;99356228;+;
hsa-miR-623-3p:Novel;28;2.47;13;99356131;99356228;+;
hsa-miR-624-3p;0;0.00;14;31014646;31014742;-;
hsa-miR-624-5p;7;0.00;14;31014646;31014742;-;
hsa-miR-625-3p;1;0.00;14;65471102;65471186;+;
hsa-miR-625-5p;8;1.36;14;65471102;65471186;+;
hsa-miR-626;12;1.34;15;41691585;41691678;+;
hsa-miR-626-5p:Novel;12;0.37;15;41691585;41691678;+;
hsa-miR-627-3p;0;0.00;15;42199570;42199666;-;
hsa-miR-627-5p;7;1.07;15;42199570;42199666;-;
hsa-miR-628-3p;22;1.29;15;55372940;55373034;-;
hsa-miR-628-5p;0;0.00;15;55372940;55373034;-;
hsa-miR-629-3p;6;0.00;15;70079372;70079468;-;
hsa-miR-629-5p;27;1.36;15;70079372;70079468;-;
hsa-miR-630;2;0.00;15;72587217;72587313;+;
hsa-miR-630-5p:Novel;2;0.26;15;72587217;72587313;+;
hsa-miR-631;10;1.08;15;75353611;75353685;-;
hsa-miR-631-3p:Novel;89;6.29;15;75353611;75353685;-;
hsa-miR-632;110;9.20;17;32350109;32350202;+;
hsa-miR-632-5p:Novel;38;2.52;17;32350109;32350202;+;
hsa-miR-633;13;0.97;17;62944215;62944312;+;
hsa-miR-633-5p:Novel;73;1.85;17;62944215;62944312;+;
hsa-miR-634;15;1.32;17;66787072;66787168;+;
hsa-miR-634-5p:Novel;9;1.42;17;66787072;66787168;+;
hsa-miR-635;19;0.73;17;68424451;68424548;-;
hsa-miR-635-3p:Novel;80;7.29;17;68424451;68424548;-;
hsa-miR-636;180;21.54;17;76736450;76736548;-;
hsa-miR-636-5p:Novel;51;3.83;17;76736450;76736548;-;
hsa-miR-637;114;9.95;19;3961414;3961512;-;
hsa-miR-637-5p:Novel;25;2.49;19;3961414;3961512;-;
hsa-miR-638;140;14.06;19;10718404;10718503;+;
hsa-miR-638-3p:Novel;220;48.51;19;10718404;10718503;+;
hsa-miR-639;128;11.36;19;14529543;14529640;+;
hsa-miR-639-5p:Novel;55;2.43;19;14529543;14529640;+;
hsa-miR-640;6;1.18;19;19435063;19435158;+;
hsa-miR-640-5p:Novel;64;5.83;19;19435063;19435158;+;
hsa-miR-641;78;6.98;19;40282543;40282641;-;
hsa-miR-641-3p:Novel;168;16.74;19;40282543;40282641;-;
hsa-miR-642a-3p;49;2.04;19;45674928;45675024;+;
hsa-miR-642a-5p;6;0.83;19;45674928;45675024;+;
hsa-miR-642b-3p;16;0.00;19;45674932;45675008;-;
hsa-miR-642b-5p;0;0.00;19;45674932;45675008;-;
hsa-miR-643;27;0.86;19;52281797;52281893;+;
hsa-miR-643-5p:Novel;3;0.00;19;52281797;52281893;+;
hsa-miR-644a;6;0.81;20;34466325;34466418;+;
hsa-miR-644a-5p:Novel;0;0.00;20;34466325;34466418;+;
hsa-miR-645;168;25.82;20;50585786;50585879;+;
hsa-miR-645-5p:Novel;4;0.41;20;50585786;50585879;+;
hsa-miR-646;169;27.51;20;60308474;60308567;+;
hsa-miR-646-5p:Novel;114;9.70;20;60308474;60308567;+;
hsa-miR-647;94;8.48;20;63942631;63942726;-;
hsa-miR-647-3p:Novel;232;86.83;20;63942631;63942726;-;
hsa-miR-648;6;1.81;22;17980868;17980961;-;
hsa-miR-648-3p:Novel;9;2.03;22;17980868;17980961;-;
hsa-miR-649;1;0.00;22;21034176;21034272;-;
hsa-miR-649-5p:Novel;9;0.67;22;21034176;21034272;-;
hsa-miR-6499-3p;1;0.00;5;151522087;151522148;-;
hsa-miR-6499-5p;4;0.60;5;151522087;151522148;-;
hsa-miR-650;158;14.44;22;22822776;22822871;+;
hsa-miR-650-3p:Novel;76;5.77;22;22822776;22822871;+;
hsa-miR-6500-3p;8;0.84;1;51060018;51060103;+;
hsa-miR-6500-5p;7;0.61;1;51060018;51060103;+;
hsa-miR-6501-3p;26;1.58;21;33550662;33550728;+;
hsa-miR-6501-5p;4;0.36;21;33550662;33550728;+;
hsa-miR-6502-3p;1;0.00;12;66251082;66251157;+;
hsa-miR-6502-5p;5;0.00;12;66251082;66251157;+;
hsa-miR-6503-3p;1;0.87;11;60209071;60209156;-;
hsa-miR-6503-5p;10;0.68;11;60209071;60209156;-;
hsa-miR-6504-3p;0;0.00;16;81611348;81611408;+;
hsa-miR-6504-5p;1;0.00;16;81611348;81611408;+;
hsa-miR-6505-3p;40;2.85;12;48132797;48132867;+;
hsa-miR-6505-5p;32;0.00;12;48132797;48132867;+;
hsa-miR-6506-3p;0;0.00;16;15611030;15611095;-;
hsa-miR-6506-5p;0;0.00;16;15611030;15611095;-;
hsa-miR-6507-3p;0;0.00;10;98924499;98924568;-;
hsa-miR-6507-5p;5;0.75;10;98924499;98924568;-;
hsa-miR-6508-3p;5;0.00;21;39447010;39447069;+;
hsa-miR-6508-5p;4;0.00;21;39447010;39447069;+;
hsa-miR-6509-3p;1;0.00;7;135206994;135207078;-;
hsa-miR-6509-5p;152;18.77;7;135206994;135207078;-;
hsa-miR-651-3p;11;1.12;X;8126965;8127061;+;
hsa-miR-651-5p;1;0.00;X;8126965;8127061;+;
hsa-miR-6510-3p;35;2.50;17;41517164;41517217;-;
hsa-miR-6510-5p;4;0.99;17;41517164;41517217;-;
hsa-miR-6511a-3p;156;14.09;16;18344013;18344079;-;
hsa-miR-6511a-5p;26;3.06;16;18344013;18344079;-;
hsa-miR-6511b-3p;75;7.39;16;15134075;15134145;-;
hsa-miR-6511b-5p;111;9.55;16;15134075;15134145;-;
hsa-miR-6512-3p;0;0.00;2;177313806;177313882;-;
hsa-miR-6512-5p;16;2.09;2;177313806;177313882;-;
hsa-miR-6513-3p;2;0.00;2;218280125;218280188;-;
hsa-miR-6513-5p;0;0.00;2;218280125;218280188;-;
hsa-miR-6514-3p;0;0.00;11;62792702;62792771;-;
hsa-miR-6514-5p;10;1.26;11;62792702;62792771;-;
hsa-miR-6515-3p;5;0.54;19;12940484;12940540;+;
hsa-miR-6515-5p;79;6.33;19;12940484;12940540;+;
hsa-miR-6516-3p;2;0.00;17;77089417;77089497;+;
hsa-miR-6516-5p;13;0.58;17;77089417;77089497;+;
hsa-miR-652-3p;5;0.00;X;110055329;110055426;+;
hsa-miR-652-5p;1;0.00;X;110055329;110055426;+;
hsa-miR-6529-3p;6;0.83;3;120084564;120084648;-;
hsa-miR-6529-5p;6;0.26;3;120084564;120084648;-;
hsa-miR-653-3p;2;0.00;7;93482760;93482855;-;
hsa-miR-653-5p;1;0.00;7;93482760;93482855;-;
hsa-miR-654-3p;5;0.00;14;101040219;101040299;+;
hsa-miR-654-5p;107;8.85;14;101040219;101040299;+;
hsa-miR-655-3p;4;0.00;14;101049550;101049646;+;
hsa-miR-655-5p;214;35.36;14;101049550;101049646;+;
hsa-miR-656-3p;0;0.00;14;101066724;101066801;+;
hsa-miR-656-5p;3;0.00;14;101066724;101066801;+;
hsa-miR-657;89;7.00;17;81125276;81125373;-;
hsa-miR-657-5p:Novel;231;154.12;17;81125276;81125373;-;
hsa-miR-658;87;7.10;22;37844272;37844371;-;
hsa-miR-658-5p:Novel;26;2.95;22;37844272;37844371;-;
hsa-miR-659-3p;0;0.00;22;37847678;37847774;-;
hsa-miR-659-5p;0;0.00;22;37847678;37847774;-;
hsa-miR-660-3p;8;0.37;X;50013241;50013337;+;
hsa-miR-660-5p;10;0.18;X;50013241;50013337;+;
hsa-miR-661;70;5.99;8;143945191;143945279;-;
hsa-miR-661-5p:Novel;2;0.67;8;143945191;143945279;-;
hsa-miR-662;39;3.41;16;770183;770277;+;
hsa-miR-662-5p:Novel;16;2.17;16;770183;770277;+;
hsa-miR-663a;72;6.08;20;26208186;26208278;-;
hsa-miR-663a-3p:Novel;138;12.87;20;26208186;26208278;-;
hsa-miR-663b;43;4.19;2;132256966;132257080;-;
hsa-miR-663b-5p:Novel;72;5.91;2;132256966;132257080;-;
hsa-miR-664a-3p;0;0.00;1;220200538;220200619;-;
hsa-miR-664a-5p;94;7.69;1;220200538;220200619;-;
hsa-miR-664b-3p;0;0.00;X;154768596;154768656;+;
hsa-miR-664b-5p;40;3.60;X;154768596;154768656;+;
hsa-miR-665;8;0.20;14;100875033;100875104;+;
hsa-miR-665-5p:Novel;6;0.86;14;100875033;100875104;+;
hsa-miR-668-3p;1;0.24;14;101055258;101055323;+;
hsa-miR-668-5p;0;0.00;14;101055258;101055323;+;
hsa-miR-670-3p;0;0.00;11;43559656;43559753;+;
hsa-miR-670-5p;31;2.99;11;43559656;43559753;+;
hsa-miR-671-3p;75;5.63;7;151238421;151238538;+;
hsa-miR-671-5p;66;6.78;7;151238421;151238538;+;
hsa-miR-6715a-3p;0;0.00;10;112299612;112299690;+;
hsa-miR-6715a-5p:Novel;13;0.26;10;112299612;112299690;+;
hsa-miR-6715b-3p;18;1.37;10;112299612;112299688;-;
hsa-miR-6715b-5p;17;0.00;10;112299612;112299688;-;
hsa-miR-6716-3p;0;0.00;11;118644000;118644079;+;
hsa-miR-6716-5p;6;1.25;11;118644000;118644079;+;
hsa-miR-6717-3p:Novel;221;37.92;14;21023314;21023386;-;
hsa-miR-6717-5p;201;27.54;14;21023314;21023386;-;
hsa-miR-6718-3p:Novel;7;0.80;18;3885353;3885432;+;
hsa-miR-6718-5p;3;0.00;18;3885353;3885432;+;
hsa-miR-6719-3p;0;0.00;19;39829716;39829802;-;
hsa-miR-6719-5p:Novel;1;0.31;19;39829716;39829802;-;
hsa-miR-6720-3p;84;7.47;6;1390314;1390411;-;
hsa-miR-6720-5p;45;4.84;6;1390314;1390411;-;
hsa-miR-6721-3p:Novel;162;15.99;6;32170030;32170116;-;
hsa-miR-6721-5p;1;0.00;6;32170030;32170116;-;
hsa-miR-6722-3p;27;3.65;9;136746893;136746970;-;
hsa-miR-6722-5p;18;0.67;9;136746893;136746970;-;
hsa-miR-6724-3p:Novel;142;12.06;21;8432530;8432621;+;
hsa-miR-6724-5p;149;14.18;21;8432530;8432621;+;
hsa-miR-6726-3p;2;0.46;1;1296110;1296170;-;
hsa-miR-6726-5p;21;1.74;1;1296110;1296170;-;
hsa-miR-6727-3p;1;0.00;1;1312502;1312566;-;
hsa-miR-6727-5p;6;1.01;1;1312502;1312566;-;
hsa-miR-6728-3p;1;0.00;1;8866502;8866590;-;
hsa-miR-6728-5p;225;117.72;1;8866502;8866590;-;
hsa-miR-6729-3p;3;0.00;1;12029158;12029222;+;
hsa-miR-6729-5p;11;2.51;1;12029158;12029222;+;
hsa-miR-6730-3p;0;0.00;1;12578957;12579023;-;
hsa-miR-6730-5p;22;2.41;1;12578957;12579023;-;
hsa-miR-6731-3p;0;0.00;1;24919345;24919416;-;
hsa-miR-6731-5p;177;20.59;1;24919345;24919416;-;
hsa-miR-6732-3p;2;0.00;1;37480230;37480289;+;
hsa-miR-6732-5p;13;0.74;1;37480230;37480289;+;
hsa-miR-6733-3p;6;0.00;1;43171652;43171712;-;
hsa-miR-6733-5p;0;0.00;1;43171652;43171712;-;
hsa-miR-6734-3p;4;0.00;1;43364648;43364715;-;
hsa-miR-6734-5p;23;2.61;1;43364648;43364715;-;
hsa-miR-6735-3p;1;0.00;1;43448539;43448611;+;
hsa-miR-6735-5p;46;3.83;1;43448539;43448611;+;
hsa-miR-6736-3p;0;0.00;1;145850587;145850645;-;
hsa-miR-6736-5p;24;1.20;1;145850587;145850645;-;
hsa-miR-6737-3p;0;0.00;1;153962351;153962420;-;
hsa-miR-6737-5p;18;2.04;1;153962351;153962420;-;
hsa-miR-6738-3p;2;0.00;1;155951273;155951336;-;
hsa-miR-6738-5p;200;33.70;1;155951273;155951336;-;
hsa-miR-6739-3p;0;0.00;1;201863373;201863447;+;
hsa-miR-6739-5p;7;1.05;1;201863373;201863447;+;
hsa-miR-6740-3p;33;0.00;1;202003124;202003236;+;
hsa-miR-6740-5p;12;1.17;1;202003124;202003236;+;
hsa-miR-6741-3p;9;0.00;1;225922080;225922142;-;
hsa-miR-6741-5p;86;6.27;1;225922080;225922142;-;
hsa-miR-6742-3p;0;0.00;1;228397048;228397109;-;
hsa-miR-6742-5p;6;0.63;1;228397048;228397109;-;
hsa-miR-6743-3p;105;8.80;11;209336;209406;+;
hsa-miR-6743-5p;12;1.15;11;209336;209406;+;
hsa-miR-6744-3p;1;0.00;11;1256605;1256670;+;
hsa-miR-6744-5p;3;0.00;11;1256605;1256670;+;
hsa-miR-6745;16;2.57;11;47179611;47179737;-;
hsa-miR-6745-5p:Novel;159;15.57;11;47179611;47179737;-;
hsa-miR-6746-3p;0;0.00;11;61878216;61878278;-;
hsa-miR-6746-5p;60;4.14;11;61878216;61878278;-;
hsa-miR-6747-3p;4;0.66;11;62567011;62567071;-;
hsa-miR-6747-5p;16;1.91;11;62567011;62567071;-;
hsa-miR-6748-3p;46;2.70;11;62789815;62789885;+;
hsa-miR-6748-5p;7;1.20;11;62789815;62789885;+;
hsa-miR-6749-3p;1;0.00;11;64902387;64902455;-;
hsa-miR-6749-5p;76;5.90;11;64902387;64902455;-;
hsa-miR-675-3p;10;0.00;11;1996759;1996831;-;
hsa-miR-675-5p;30;2.66;11;1996759;1996831;-;
hsa-miR-6750-3p;0;0.00;11;64898363;64898437;-;
hsa-miR-6750-5p;44;3.24;11;64898363;64898437;-;
hsa-miR-6751-3p;3;0.00;11;65129916;65129978;-;
hsa-miR-6751-5p;8;1.45;11;65129916;65129978;-;
hsa-miR-6752-3p;9;0.28;11;67490245;67490315;+;
hsa-miR-6752-5p;34;4.55;11;67490245;67490315;+;
hsa-miR-6753-3p;0;0.00;11;68044794;68044957;+;
hsa-miR-6753-5p;1;0.00;11;68044794;68044957;+;
hsa-miR-6754-3p;2;0.00;11;71473503;71473568;+;
hsa-miR-6754-5p;53;4.08;11;71473503;71473568;+;
hsa-miR-6755-3p;0;0.00;11;86278333;86278398;+;
hsa-miR-6755-5p;2;0.00;11;86278333;86278398;+;
hsa-miR-6756-3p;0;0.00;11;119312950;119313012;-;
hsa-miR-6756-5p;145;14.98;11;119312950;119313012;-;
hsa-miR-6757-3p;0;0.00;12;53056944;53057012;+;
hsa-miR-6757-5p;181;30.13;12;53056944;53057012;+;
hsa-miR-6758-3p;0;0.00;12;57512688;57512750;+;
hsa-miR-6758-5p;78;6.76;12;57512688;57512750;+;
hsa-miR-6759-3p;0;0.00;12;57748618;57748682;-;
hsa-miR-6759-5p;3;0.18;12;57748618;57748682;-;
hsa-miR-676-3p;6;0.33;X;70022857;70022923;+;
hsa-miR-676-5p;6;0.00;X;70022857;70022923;+;
hsa-miR-6760-3p;0;0.00;12;111304142;111304209;+;
hsa-miR-6760-5p;197;32.45;12;111304142;111304209;+;
hsa-miR-6761-3p;0;0.00;12;111799834;111799905;+;
hsa-miR-6761-5p;4;0.39;12;111799834;111799905;+;
hsa-miR-6762-3p;0;0.00;12;113291523;113291608;+;
hsa-miR-6762-5p;52;3.79;12;113291523;113291608;+;
hsa-miR-6763-3p;1;0.00;12;132581997;132582061;+;
hsa-miR-6763-5p;57;3.91;12;132581997;132582061;+;
hsa-miR-6764-3p;1;0.00;14;100277357;100277417;+;
hsa-miR-6764-5p;6;0.00;14;100277357;100277417;+;
hsa-miR-6765-3p;11;1.02;14;105150778;105150864;-;
hsa-miR-6765-5p;20;1.23;14;105150778;105150864;-;
hsa-miR-6766-3p;1;0.00;15;89326739;89326810;-;
hsa-miR-6766-5p;12;1.77;15;89326739;89326810;-;
hsa-miR-6767-3p;1;0.00;16;2445392;2445457;+;
hsa-miR-6767-5p;27;2.44;16;2445392;2445457;+;
hsa-miR-6768-3p;0;0.00;16;2463967;2464038;+;
hsa-miR-6768-5p;160;16.38;16;2463967;2464038;+;
hsa-miR-6769a-3p;9;0.30;16;4671318;4671390;+;
hsa-miR-6769a-5p;26;1.51;16;4671318;4671390;+;
hsa-miR-6769b-3p;0;0.00;1;206474803;206474864;+;
hsa-miR-6769b-5p;17;1.13;1;206474803;206474864;+;
hsa-miR-6770-3p;54;4.80;16;18379351;18379410;-;
hsa-miR-6770-5p;9;0.67;16;18379351;18379410;-;
hsa-miR-6771-3p;5;0.18;16;50292616;50292675;+;
hsa-miR-6771-5p;24;2.69;16;50292616;50292675;+;
hsa-miR-6772-3p;0;0.00;16;57772289;57772352;-;
hsa-miR-6772-5p;182;21.02;16;57772289;57772352;-;
hsa-miR-6773-3p;0;0.00;16;68233426;68233499;-;
hsa-miR-6773-5p;214;51.56;16;68233426;68233499;-;
hsa-miR-6774-3p;0;0.00;16;85918347;85918416;+;
hsa-miR-6774-5p;39;1.34;16;85918347;85918416;+;
hsa-miR-6775-3p;2;0.00;16;87834592;87834660;-;
hsa-miR-6775-5p;4;0.90;16;87834592;87834660;-;
hsa-miR-6776-3p;0;0.00;17;2692861;2692919;-;
hsa-miR-6776-5p;3;0.33;17;2692861;2692919;-;
hsa-miR-6777-3p;0;0.00;17;17813480;17813545;-;
hsa-miR-6777-5p;231;186.49;17;17813480;17813545;-;
hsa-miR-6778-3p;29;1.71;17;18340814;18340886;-;
hsa-miR-6778-5p;140;11.71;17;18340814;18340886;-;
hsa-miR-6779-3p;6;0.00;17;38914979;38915042;+;
hsa-miR-6779-5p;1;0.75;17;38914979;38915042;+;
hsa-miR-6780a-3p;1;0.00;17;42708084;42708151;-;
hsa-miR-6780a-5p;57;3.55;17;42708084;42708151;-;
hsa-miR-6780b-3p;0;0.00;6;43434542;43434620;+;
hsa-miR-6780b-5p;18;1.36;6;43434542;43434620;+;
hsa-miR-6781-3p;2;0.00;17;42823880;42823943;-;
hsa-miR-6781-5p;68;6.64;17;42823880;42823943;-;
hsa-miR-6782-3p;1;0.00;17;44207771;44207839;-;
hsa-miR-6782-5p;37;2.93;17;44207771;44207839;-;
hsa-miR-6783-3p;3;0.00;17;44934618;44934681;-;
hsa-miR-6783-5p;29;1.89;17;44934618;44934681;-;
hsa-miR-6784-3p;2;0.00;17;45114367;45114433;-;
hsa-miR-6784-5p;52;3.27;17;45114367;45114433;-;
hsa-miR-6785-3p;0;0.00;17;75498548;75498628;+;
hsa-miR-6785-5p;68;6.17;17;75498548;75498628;+;
hsa-miR-6786-3p;1;0.00;17;81693757;81693869;+;
hsa-miR-6786-5p;19;2.92;17;81693757;81693869;+;
hsa-miR-6787-3p;1;0.00;17;82236668;82236728;+;
hsa-miR-6787-5p;170;17.35;17;82236668;82236728;+;
hsa-miR-6788-3p;187;24.91;18;10759584;10759649;-;
hsa-miR-6788-5p;4;0.99;18;10759584;10759649;-;
hsa-miR-6789-3p;7;0.00;19;2235829;2235926;-;
hsa-miR-6789-5p;7;1.39;19;2235829;2235926;-;
hsa-miR-6790-3p;73;6.18;19;6392921;6392983;-;
hsa-miR-6790-5p;198;24.91;19;6392921;6392983;-;
hsa-miR-6791-3p;1;0.00;19;6736712;6736778;-;
hsa-miR-6791-5p;46;2.07;19;6736712;6736778;-;
hsa-miR-6792-3p;1;0.00;19;7617439;7617505;+;
hsa-miR-6792-5p;41;3.37;19;7617439;7617505;+;
hsa-miR-6793-3p;0;0.00;19;10828973;10829035;+;
hsa-miR-6793-5p;98;8.46;19;10828973;10829035;+;
hsa-miR-6794-3p;0;0.00;19;12852260;12852327;+;
hsa-miR-6794-5p;86;6.35;19;12852260;12852327;+;
hsa-miR-6795-3p;0;0.00;19;15179283;15179350;-;
hsa-miR-6795-5p;33;2.92;19;15179283;15179350;-;
hsa-miR-6796-3p;1;0.00;19;40369846;40369907;+;
hsa-miR-6796-5p;28;3.92;19;40369846;40369907;+;
hsa-miR-6797-3p;1;0.00;19;41869627;41869698;+;
hsa-miR-6797-5p;16;1.95;19;41869627;41869698;+;
hsa-miR-6798-3p;0;0.00;19;49009906;49009972;+;
hsa-miR-6798-5p;2;0.56;19;49009906;49009972;+;
hsa-miR-6799-3p;0;0.00;19;49791866;49791934;+;
hsa-miR-6799-5p;55;4.13;19;49791866;49791934;+;
hsa-miR-6800-3p;1;0.00;19;49832018;49832099;+;
hsa-miR-6800-5p;54;4.34;19;49832018;49832099;+;
